0.2,0.2,0.2,0.2,0.2
0.199,0.201,0.19,0.197,0.213
0.194,0.204,0.187,0.192,0.223
0.194,0.202,0.181,0.186,0.237
0.191,0.205,0.178,0.181,0.245
0.19,0.208,0.176,0.178,0.248
0.187,0.212,0.174,0.172,0.255
0.186,0.212,0.171,0.166,0.265
0.183,0.217,0.171,0.16,0.269
0.182,0.219,0.171,0.156,0.272
0.18,0.22,0.171,0.155,0.274
0.179,0.221,0.171,0.152,0.277
0.177,0.223,0.171,0.15,0.279
0.181,0.225,0.169,0.145,0.28
0.18,0.225,0.168,0.143,0.284
0.179,0.226,0.169,0.14,0.286
0.177,0.228,0.169,0.138,0.288
0.175,0.229,0.17,0.135,0.291
0.175,0.229,0.17,0.133,0.293
0.171,0.232,0.17,0.13,0.297
0.169,0.232,0.172,0.126,0.301
0.168,0.235,0.172,0.121,0.304
0.167,0.235,0.171,0.121,0.306
0.166,0.236,0.172,0.119,0.307
0.165,0.236,0.173,0.117,0.309
0.164,0.236,0.177,0.114,0.309
0.164,0.236,0.177,0.111,0.312
0.162,0.236,0.18,0.111,0.311
0.162,0.236,0.181,0.111,0.31
0.161,0.233,0.182,0.111,0.313
0.158,0.234,0.183,0.11,0.315
0.157,0.233,0.185,0.11,0.315
0.155,0.23,0.189,0.109,0.317
0.155,0.23,0.191,0.107,0.317
0.155,0.228,0.191,0.107,0.319
0.155,0.228,0.191,0.106,0.32
0.155,0.228,0.191,0.108,0.318
0.154,0.229,0.193,0.107,0.317
0.155,0.228,0.194,0.105,0.318
0.155,0.228,0.193,0.105,0.319
0.155,0.228,0.193,0.105,0.319
0.155,0.226,0.194,0.105,0.32
0.155,0.224,0.196,0.105,0.32
0.154,0.225,0.196,0.105,0.32
0.154,0.225,0.198,0.103,0.32
0.154,0.226,0.198,0.102,0.32
0.154,0.226,0.198,0.102,0.32
0.153,0.226,0.199,0.103,0.319
0.153,0.226,0.198,0.103,0.32
0.152,0.226,0.197,0.103,0.322
0.151,0.225,0.198,0.104,0.322
0.152,0.226,0.199,0.103,0.32
0.15,0.226,0.2,0.102,0.322
0.149,0.226,0.201,0.102,0.322
0.148,0.225,0.202,0.103,0.322
0.148,0.225,0.202,0.103,0.322
0.148,0.225,0.203,0.103,0.321
0.148,0.225,0.204,0.103,0.32
0.148,0.224,0.205,0.103,0.32
0.148,0.222,0.206,0.103,0.321
0.147,0.222,0.207,0.103,0.321
0.147,0.223,0.206,0.103,0.321
0.147,0.223,0.206,0.103,0.321
0.147,0.223,0.207,0.102,0.321
0.147,0.222,0.207,0.102,0.322
0.147,0.219,0.209,0.102,0.323
0.148,0.22,0.209,0.101,0.322
0.149,0.22,0.21,0.1,0.321
0.148,0.219,0.21,0.1,0.323
0.148,0.218,0.211,0.1,0.323
0.148,0.218,0.212,0.1,0.322
0.148,0.218,0.211,0.1,0.323
0.148,0.217,0.211,0.1,0.324
0.149,0.215,0.21,0.101,0.325
0.149,0.216,0.211,0.102,0.322
0.149,0.216,0.212,0.101,0.322
0.149,0.216,0.211,0.102,0.322
0.149,0.215,0.211,0.102,0.323
0.149,0.215,0.211,0.102,0.323
0.15,0.216,0.209,0.101,0.324
0.151,0.217,0.209,0.101,0.322
0.15,0.217,0.211,0.1,0.322
0.15,0.217,0.211,0.1,0.322
0.15,0.214,0.213,0.101,0.322
0.15,0.214,0.213,0.1,0.323
0.15,0.214,0.213,0.099,0.324
0.151,0.214,0.213,0.097,0.325
0.151,0.214,0.212,0.097,0.326
0.151,0.215,0.211,0.097,0.326
0.151,0.214,0.212,0.097,0.326
0.151,0.214,0.212,0.097,0.326
0.151,0.213,0.212,0.098,0.326
0.15,0.213,0.213,0.098,0.326
0.148,0.212,0.215,0.098,0.327
0.149,0.212,0.214,0.098,0.327
0.148,0.212,0.215,0.098,0.327
0.148,0.212,0.216,0.098,0.326
0.148,0.213,0.215,0.098,0.326
0.148,0.213,0.215,0.098,0.326
0.148,0.213,0.215,0.098,0.326
0.148,0.213,0.215,0.099,0.325
0.148,0.214,0.214,0.098,0.326
0.149,0.213,0.214,0.098,0.326
0.149,0.214,0.213,0.098,0.326
0.148,0.214,0.214,0.098,0.326
0.148,0.214,0.214,0.098,0.326
0.149,0.214,0.213,0.098,0.326
0.149,0.214,0.213,0.098,0.326
0.149,0.215,0.213,0.097,0.326
0.149,0.213,0.214,0.097,0.327
0.148,0.213,0.215,0.097,0.327
0.148,0.213,0.216,0.097,0.326
0.147,0.213,0.216,0.097,0.327
0.147,0.213,0.217,0.097,0.326
0.147,0.213,0.217,0.097,0.326
0.149,0.212,0.216,0.097,0.326
0.148,0.212,0.217,0.097,0.326
0.148,0.212,0.217,0.097,0.326
0.148,0.212,0.217,0.097,0.326
0.148,0.212,0.217,0.097,0.326
0.148,0.212,0.217,0.097,0.326
0.147,0.212,0.218,0.098,0.325
0.147,0.212,0.218,0.098,0.325
0.147,0.212,0.217,0.098,0.326
0.148,0.212,0.217,0.097,0.326
0.149,0.212,0.217,0.096,0.326
0.149,0.212,0.217,0.096,0.326
0.149,0.212,0.217,0.096,0.326
0.149,0.212,0.217,0.095,0.327
0.149,0.212,0.217,0.095,0.327
0.147,0.213,0.217,0.096,0.327
0.147,0.213,0.216,0.097,0.327
0.147,0.213,0.216,0.097,0.327
0.148,0.214,0.216,0.097,0.325
0.148,0.214,0.217,0.096,0.325
0.149,0.214,0.216,0.096,0.325
0.149,0.213,0.216,0.096,0.326
0.148,0.213,0.217,0.096,0.326
0.149,0.212,0.216,0.097,0.326
0.149,0.213,0.216,0.096,0.326
0.15,0.211,0.216,0.096,0.327
0.15,0.211,0.216,0.096,0.327
0.15,0.21,0.216,0.097,0.327
0.15,0.21,0.216,0.098,0.326
0.151,0.21,0.215,0.099,0.325
0.15,0.21,0.215,0.1,0.325
0.151,0.21,0.215,0.099,0.325
0.152,0.21,0.215,0.099,0.324
0.153,0.21,0.212,0.098,0.327
0.153,0.21,0.212,0.098,0.327
0.151,0.213,0.212,0.097,0.327
0.151,0.213,0.212,0.097,0.327
0.151,0.213,0.212,0.097,0.327
0.151,0.213,0.212,0.097,0.327
0.149,0.213,0.215,0.097,0.326
0.15,0.213,0.214,0.097,0.326
0.15,0.213,0.213,0.098,0.326
0.15,0.213,0.213,0.098,0.326
0.15,0.213,0.213,0.098,0.326
0.151,0.213,0.213,0.097,0.326
0.151,0.213,0.213,0.097,0.326
0.151,0.213,0.214,0.096,0.326
0.151,0.213,0.214,0.096,0.326
0.151,0.213,0.213,0.096,0.327
0.151,0.213,0.214,0.095,0.327
0.151,0.213,0.214,0.095,0.327
0.151,0.213,0.214,0.095,0.327
0.152,0.214,0.214,0.095,0.325
0.152,0.215,0.213,0.095,0.325
0.154,0.214,0.212,0.094,0.326
0.154,0.213,0.213,0.094,0.326
0.153,0.213,0.212,0.096,0.326
0.153,0.213,0.212,0.096,0.326
0.151,0.212,0.213,0.097,0.327
0.151,0.212,0.213,0.097,0.327
0.152,0.211,0.213,0.096,0.328
0.152,0.212,0.214,0.095,0.327
0.152,0.213,0.213,0.094,0.328
0.152,0.213,0.213,0.094,0.328
0.152,0.213,0.214,0.094,0.327
0.152,0.212,0.214,0.095,0.327
0.153,0.212,0.214,0.095,0.326
0.152,0.213,0.214,0.095,0.326
