,4.236_from_csv,4.236_mode1,4.236_mode2
0,0.000760973027167605,267.81083349451086,29.756047432680923
1,-2.1960932200161105e-05,82.7580988275234,-24.07314805846589
2,-0.0003412568216057736,-216.66351557477864,9.195124342125421
3,-0.00034387384005716,-216.66351557477873,9.19512434212542
4,-5.3881433304510085e-05,82.7580988275231,-24.073148058465886
5,0.0007206214705375405,267.81083349451063,29.7560474326809
6,-1.5408517856035688e-05,82.75809882752296,-24.073148058465872
7,-0.00032219935403297504,-216.66351557477861,9.195124342125427
8,-0.0003610526664483687,-216.66351557477844,9.195124342125427
9,0.0007364692627717762,267.81083349451063,29.7560474326809
10,-5.242610811435243e-05,82.75809882752331,-24.073148058465883
11,-0.00032737781519561507,-216.66351557477842,9.195124342125427
12,0.0007551018536822261,267.8108334945108,29.756047432680923
13,-3.6602551477738746e-05,82.75809882752318,-24.07314805846589
14,0.0007789144664262324,267.8108334945106,29.75604743268092
