,-4.236_from_csv,-4.236_mode1,-4.236_mode2
0,0.0003860706062162752,148.78237269279506,148.78450823258873
1,-0.0001304624266881347,45.976281623227855,-120.3691956614856
2,-0.00010709746243025336,-120.36746797026356,45.97694154741906
3,-3.4084051322318134e-05,-120.36746797130044,45.97694154098311
4,-0.0001144266657755691,45.97628162554107,-120.36919565950531
5,0.00039902876404075905,148.78237269044922,148.78450823763868
6,-0.00011628342020717651,45.97628162725699,-120.36919566637316
7,-4.755143199416727e-05,-120.36746797032717,45.9769415477279
8,-0.00010473148515128061,-120.36746797060684,45.97694154249215
9,0.00031235222965715577,148.7823726897829,148.78450823789316
10,-8.929506137975469e-05,45.976281623418664,-120.36919566184312
11,3.23714360028802e-07,-120.36746797019501,45.976941542904015
12,0.0002590643635756404,148.78237269274643,148.78450823271606
13,-8.813381887940029e-05,45.97628162546249,-120.369195659584
14,0.0003069682554462211,148.7823726897983,148.78450823369312
