,0.234_from_csv,0.234_mode1,0.234_mode2
0,0.0004531105787814217,8.251565558637234,8.316502946010925
1,-0.0001862885739658452,2.549873987817726,-6.728192217092123
2,-9.947498969867828e-05,-6.675656767136887,2.569940744086632
3,-0.00013197284034514303,-6.675656767136244,2.569940744086959
4,-3.537417477175526e-05,2.5498739878181746,-6.728192217092391
5,0.00037879256489685474,8.251565558637848,8.316502946011122
6,2.83950690467032e-06,2.54987398781821,-6.728192217092369
7,-0.0001221919355213077,-6.6756567671368865,2.569940744086636
8,-7.315156231437196e-05,-6.675656767136897,2.569940744086736
9,0.0003172437768951353,8.25156555863785,8.316502946011122
10,-0.00015728082487419433,2.5498739878177217,-6.728192217092121
11,-6.332746922693297e-05,-6.675656767136898,2.569940744086738
12,0.0004966235322916809,8.251565558637234,8.316502946010925
13,-8.517793155103577e-05,2.5498739878181746,-6.728192217092392
14,0.00025703113786409586,8.251565558637443,8.31650294601131
